MAIN_ID	OTYPE	RA	DEC	COO_ERR_MAJA	COO_ERR_MINA	COO_ERR_ANGLE	PMRA	PMDEC	B	V	R	J	H	K	SP_TYPE	GALDIM_MAJAXIS	GALDIM_MINAXIS	GALDIM_ANGLE	BIBLIST
Cl* NGC  188    FTS     402	*inCl	00 48 48.08	+85 09 09.1	80	70	3	-5.16	0.78	18	17.137	16.637	15.527	15.313	14.877	 	 	 	 	3
Cl* NGC  188    FTS     373	*inCl	00 48 50.10	+85 12 15.3	100	90	157	-6.49	-0.1	19.129	18.052	17.382	16.001	15.473	15.271	 	 	 	 	3
Cl* NGC  188    FTS     440	*inCl	00 48 52.88	+85 15 43.6	80	80	97	-6.18	-0.6	18.458	17.514	16.93	15.868	15.173	15.101	 	 	 	 	3
Cl* NGC  188    FTS     526	*inCl	00 48 54.41	+85 09 07.0	260	230	170	-5.97	5.01	19.589	18.567	17.923	16.541	16.058	15.572	 	 	 	 	3
Cl* NGC  188    FTS      10	*inCl	00 48 57.22	+85 09 35.4	90	90	0	-8.71	2.36	17.661	16.728	16.166	14.922	14.62	14.45	 	 	 	 	3
Cl* NGC  188    FTS     506	*inCl	00 49 10.89	+85 19 31.9	3.6	3.1	0	-1.37	-2.79	18.883	18.197	17.816	 	 	 	 	 	 	 	3
Cl* NGC  188    FTS     489	*inCl	00 49 10.16	+85 15 38.2	150	120	9	-6.26	-0.56	18.919	17.911	17.265	16.031	15.42	15.383	 	 	 	 	3
Cl* NGC  188    FTS     556	*inCl	00 49 09.61	+85 13 43.2	250	230	95	-6.2	-0.65	20.531	19.165	18.26	16.641	16.028	15.505	 	 	 	 	3
Cl* NGC  188    FTS     523	*inCl	00 49 09.83	+85 12 55.7	220	210	163	-6.09	-0.1	19.644	18.491	17.75	16.371	15.7	15.477	 	 	 	 	3
Cl* NGC  188    FTS     548	*inCl	00 49 11.90	+85 14 12.9	170	160	88	-6.13	-0.42	20.363	19.056	18.214	16.603	 	 	 	 	 	 	3
Cl* NGC  188    FTS     296	*inCl	00 49 14.51	+85 15 14.3	3.2	2.9	89	-5.7	-0.63	18.884	17.737	17.011	 	 	 	 	 	 	 	3
Cl* NGC  188    FTS     478	*inCl	00 49 16.90	+85 15 58.8	150	130	13	-5.6	-0.18	18.947	17.908	17.263	16.157	15.486	15.359	 	 	 	 	3
Cl* NGC  188    FTS     370	*inCl	00 49 22.26	+85 19 34.8	70	70	102	-4.94	-0.93	17.7	16.87	16.399	15.313	14.967	14.957	 	 	 	 	3
Cl* NGC  188    FTS     484	*inCl	00 49 21.70	+85 16 29.2	110	110	0	-5.77	-0.38	18.802	17.791	17.188	15.899	15.562	15.511	 	 	 	 	3
Cl* NGC  188    FTS     497	*inCl	00 49 24.22	+85 16 09.4	90	80	169	-6.15	-0.69	19.372	18.195	17.453	15.846	15.258	15.223	 	 	 	 	3
Cl* NGC  188    FTS     321	*inCl	00 49 27.81	+85 12 05.9	110	110	0	-5.88	2.59	18.253	17.452	16.995	15.931	15.609	15.347	 	 	 	 	3
Cl* NGC  188    FTS     413	*inCl	00 49 30.85	+85 10 11.7	90	80	4	-5.41	0.3	18.153	17.264	16.766	15.493	15.17	15.09	 	 	 	 	3
Cl* NGC  188    FTS     350	*inCl	00 49 43.51	+85 19 20.2	70	70	0	18.56	-2.33	17.421	16.703	16.259	15.333	14.813	14.693	 	 	 	 	3
Cl* NGC  188    FTS     378	*inCl	00 49 40.94	+85 09 43.4	90	80	176	-5.15	0.22	17.843	16.995	16.504	15.51	15.165	15.09	 	 	 	 	3
Cl* NGC  188    FTS     450	*inCl	00 49 53.82	+85 11 22.3	90	90	66	-5.77	0.14	19.295	18.17	17.489	15.949	15.396	15.193	 	 	 	 	3
Cl* NGC  188    FTS     550	*inCl	00 49 54.96	+85 10 43.7	4.3	3.9	0	-9.44	5.02	20.058	18.96	18.205	 	 	 	 	 	 	 	3
Cl* NGC  188    FTS     431	*inCl	00 49 58.33	+85 11 19.1	200	200	94	-5.87	-0.26	19.285	18.13	17.455	16.202	15.66	15.397	 	 	 	 	3
Cl* NGC  188    FTS     480	*inCl	00 50 03.97	+85 19 06.9	160	140	166	-5.54	-1.44	20.551	19.102	18.147	16.333	15.291	15.214	 	 	 	 	3
Cl* NGC  188    FTS     399	*inCl	00 50 08.54	+85 14 10.0	4.3	3.9	0	31.69	24.24	19.213	17.562	16.272	 	 	 	 	 	 	 	3
Cl* NGC  188    FTS     540	*inCl	00 50 14.11	+85 17 29.7	150	130	81	-5.91	2.36	19.57	18.539	17.945	16.526	 	 	 	 	 	 	3
Cl* NGC  188    FTS     522	*inCl	00 50 09.78	+85 08 47.5	3.5	3.5	93	-2.25	2.52	19.3	18.48	18.031	 	 	 	 	 	 	 	3
Cl* NGC  188    FTS     414	*inCl	00 50 14.05	+85 13 18.3	90	80	7	-5.98	-0.09	18.266	17.335	16.773	15.487	15.008	15.085	 	 	 	 	3
Cl* NGC  188    FTS     316	*inCl	00 50 17.02	+85 15 36.0	3.9	3.9	110	-5.5	0.18	19.899	18.715	17.942	 	 	 	 	 	 	 	3
Cl* NGC  188    FTS     486	*inCl	00 50 24.22	+85 17 40.0	180	170	92	-5.8	-0.55	19.187	18.124	17.451	16.189	15.605	15.214	 	 	 	 	3
Cl* NGC  188    FTS     541	*inCl	00 50 28.97	+85 12 09.9	70	60	7	53.3	-3.55	20.5	18.894	 	14.798	14.279	14.054	 	 	 	 	3
Cl* NGC  188    FTS     498	*inCl	00 50 33.68	+85 15 05.2	3.4	3.3	90	-4.05	5.88	19.23	18.565	18.13	 	 	 	 	 	 	 	3
Cl* NGC  188    FTS     394	*inCl	00 50 37.46	+85 12 14.0	90	80	6	-5.74	-0.03	17.913	17.049	16.526	15.645	15.106	15.335	 	 	 	 	3
Cl* NGC  188    FTS     494	*inCl	00 50 37.96	+85 12 02.9	130	120	58	-5.78	0.14	19.809	18.471	17.581	16.042	15.338	15.175	 	 	 	 	3
Cl* NGC  188    FTS     391	*inCl	00 50 38.59	+85 10 08.6	90	80	176	-2.07	-1.61	18.046	17.101	16.508	15.464	14.676	15.033	 	 	 	 	3
Cl* NGC  188    FTS     443	*inCl	00 50 44.11	+85 15 10.0	70	70	81	-5.53	-0.26	18.842	17.694	16.939	15.432	14.88	14.703	 	 	 	 	3
Cl* NGC  188    FTS     452	*inCl	00 50 48.07	+85 11 25.2	280	270	107	-3.68	-0.39	18.093	17.506	17.123	16.182	 	15.761	 	 	 	 	3
Cl* NGC  188    FTS     389	*inCl	00 50 47.73	+85 10 32.3	70	60	97	4.9	1.5	18.225	17.181	16.519	15.192	14.592	14.438	 	 	 	 	3
Cl* NGC  188    FTS     485	*inCl	00 50 57.87	+85 15 43.8	260	250	112	-1.25	3.8	18.544	17.851	17.396	16.363	15.962	15.733	 	 	 	 	3
Cl* NGC  188    FTS     483	*inCl	00 50 58.12	+85 10 00.2	90	90	88	-8.4	-2.41	19.149	18.017	17.303	15.735	15.347	15.037	 	 	 	 	3
Cl* NGC  188    FTS     539	*inCl	00 51 02.94	+85 13 56.5	220	210	103	-0.88	3.13	20.53	19.156	18.234	16.561	15.616	15.391	 	 	 	 	3
Cl* NGC  188    FTS     337	*inCl	00 51 04.76	+85 16 28.1	90	80	75	-3.64	3.22	18.527	17.66	17.114	15.877	15.315	15.289	 	 	 	 	3
Cl* NGC  188    FTS     287	*inCl	00 51 05.93	+85 17 19.2	60	60	109	27.07	0.44	19.096	17.78	16.919	15.254	14.537	14.403	 	 	 	 	3
Cl* NGC  188    FTS     262	*inCl	00 51 07.27	+85 17 14.0	60	60	0	-3.32	13.15	18.174	16.652	15.563	13.094	12.565	12.297	 	 	 	 	3
Cl* NGC  188    FTS     467	*inCl	00 51 08.25	+85 16 14.2	4.3	4.1	82	-2.84	-0.48	19.846	18.574	17.821	 	 	 	 	 	 	 	3
Cl* NGC  188    FTS     464	*inCl	00 51 11.23	+85 19 17.3	150	140	106	-1.08	3.49	18.677	17.723	17.16	16.134	15.491	 	 	 	 	 	3
Cl* NGC  188    FTS     474	*inCl	00 51 05.13	+85 10 05.7	180	180	97	-5.03	-0.11	18.852	17.827	17.192	16.113	15.545	15.306	 	 	 	 	3
Cl* NGC  188    FTS     529	*inCl	00 51 08.86	+85 14 53.9	250	240	158	-6.03	-0.4	20.025	18.788	17.965	16.405	15.711	15.588	 	 	 	 	3
Cl* NGC  188    FTS     384	*inCl	00 51 07.20	+85 12 24.9	2.8	2.7	0	-0.86	1.16	17.532	16.914	16.507	 	 	 	 	 	 	 	3
Cl* NGC  188    FTS     400	*inCl	00 51 10.81	+85 15 19.4	80	80	68	-5.39	0.12	18.058	17.148	16.617	15.68	15.188	15.195	 	 	 	 	3
Cl* NGC  188    FTS     369	*inCl	00 51 16.70	+85 18 23.3	70	70	91	-4.64	-0.17	17.829	16.911	16.339	15.141	14.746	14.704	 	 	 	 	3
Cl* NGC  188    FTS     376	*inCl	00 51 27.19	+85 19 45.1	70	70	104	-0.13	1.14	17.638	16.883	16.409	15.566	15.095	14.951	 	 	 	 	3
Cl* NGC  188    FTS     424	*inCl	00 51 32.06	+85 12 59.5	3.5	3	0	-5.24	-0.21	18.687	17.597	16.898	 	 	 	 	 	 	 	3
Cl* NGC  188    FTS     341	*inCl	00 51 34.53	+85 12 44.0	70	60	173	-5.61	-0.5	17.801	16.837	16.241	15.129	14.779	14.483	 	 	 	 	3
Cl* NGC  188    SMV    9930	*inCl	00 51 33.54	+85 11 14.9	100	90	3	-3.24	4.78	17.836	17.11	16.682	15.632	15.484	15.296	 	 	 	 	3
Cl* NGC  188    FTS     555	*inCl	00 51 36.71	+85 13 07.6	140	110	11	9.79	-8.62	20.549	19.083	18.159	16.054	15.449	15.271	 	 	 	 	3
Cl* NGC  188    FTS     512	*inCl	00 51 43.67	+85 13 34.3	150	150	0	-5.84	-0.07	20.045	18.656	17.784	16.038	15.428	15.23	 	 	 	 	3
Cl* NGC  188    FTS     442	*inCl	00 51 48.63	+85 16 40.4	3.7	3.7	89	-5.48	0.39	19.646	18.472	17.721	 	 	 	 	 	 	 	3
Cl* NGC  188    FTS     490	*inCl	00 51 49.84	+85 14 57.7	210	200	87	-5.48	-0.07	19.184	18.11	17.469	16.079	15.653	15.37	 	 	 	 	3
Cl* NGC  188    FTS     479	*inCl	00 51 48.76	+85 13 23.8	160	140	139	-5.25	0.2	18.947	17.912	17.271	16.254	15.354	15.573	 	 	 	 	3
Cl* NGC  188    FTS     521	*inCl	00 51 54.97	+85 17 46.4	4.1	3.8	90	-4.92	-0.45	19.972	18.743	17.885	 	 	 	 	 	 	 	3
Cl* NGC  188    FTS     338	*inCl	00 51 51.11	+85 11 11.3	160	150	166	3.26	-0.96	18.843	17.987	17.409	16.173	15.449	15.655	 	 	 	 	3
Cl* NGC  188    FTS     518	*inCl	00 52 01.96	+85 18 20.4	180	170	160	-5.16	0.17	19.809	18.598	17.83	16.32	15.566	15.334	 	 	 	 	3
Cl* NGC  188    FTS     423	*inCl	00 51 58.05	+85 09 28.0	100	90	176	-4.98	-0.09	18.401	17.448	16.869	15.888	15.386	15.343	 	 	 	 	3
Cl* NGC  188    FTS     422	*inCl	00 52 03.66	+85 13 47.7	90	80	6	0.35	1.35	18.226	17.398	16.889	15.718	15.313	15.138	 	 	 	 	3
Cl* NGC  188    FTS     475	*inCl	00 52 05.30	+85 14 34.5	280	270	165	-5.66	-0.12	18.99	17.945	17.318	16.047	15.642	15.711	 	 	 	 	3
Cl* NGC  188    FTS     519	*inCl	00 52 06.68	+85 12 53.2	3.1	3	100	-3.68	1.65	19.429	18.636	18.175	 	 	 	 	 	 	 	3
Cl* NGC  188    FTS     473	*inCl	00 52 05.27	+85 11 03.5	250	230	100	-3.94	3.6	18.844	17.843	17.251	16.123	15.837	15.601	 	 	 	 	3
Cl* NGC  188    FTS     492	*inCl	00 52 16.54	+85 12 12.7	230	230	88	-5.68	0.05	19.319	18.207	17.488	16.156	16.089	15.182	 	 	 	 	3
Cl* NGC  188    FTS     445	*inCl	00 52 32.09	+85 16 37.4	70	60	176	-4.83	-6.78	20.145	18.566	17.541	15.394	14.777	14.558	 	 	 	 	3
Cl* NGC  188    FTS     469	*inCl	00 52 33.37	+85 15 54.3	170	160	20	-1.25	-1.72	18.264	17.602	17.177	16.263	15.732	 	 	 	 	 	3
Cl* NGC  188    FTS     409	*inCl	00 52 36.20	+85 16 41.3	90	80	176	-2.13	0.04	18.117	17.346	16.863	15.918	15.352	15.331	 	 	 	 	3
Cl* NGC  188    FTS     514	*inCl	00 52 40.24	+85 17 36.2	170	140	144	-5.22	0.22	19.69	18.482	17.725	16.067	15.451	15.41	 	 	 	 	3
Cl* NGC  188    FTS     543	*inCl	00 52 34.06	+85 11 21.1	140	130	62	-4.92	0.1	20.525	19.029	18.3	16.165	15.215	15.032	 	 	 	 	3
Cl* NGC  188    FTS     417	*inCl	00 52 49.85	+85 13 20.0	80	70	6	-9.98	0.03	19.501	18.265	17.503	15.801	15.144	14.952	 	 	 	 	3
Cl* NGC  188    DGV    1506	*inCl	00 47 40.49	+85 23 09.7	90	70	177	-4.02	1.17	16.855	16.275	15.895	15.023	14.806	14.851	 	 	 	 	2
Cl* NGC  188    DGV    1289	*inCl	00 52 46.19	+85 24 28.3	60	60	0	-9.58	1.28	17.021	16.238	15.77	14.841	14.477	14.346	 	 	 	 	2
Cl* NGC  188    DGV    1285	*inCl	00 52 39.57	+85 21 43.7	60	60	94	 	 	15.885	15.246	14.809	13.469	13.056	13.004	 	 	 	 	2
Cl* NGC  188    DGV     393	*inCl	00 51 14.79	+85 07 04.9	90	60	177	0.36	1.34	16.701	16.134	15.754	15.022	14.668	14.539	 	 	 	 	2
Cl* NGC  188    SMV   11307	*inCl	00 55 37.57	+85 21 01.6	6.8	6.1	0	 	 	16.908	16.295	15.88	 	 	 	 	 	 	 	2
Cl* NGC  188    DGV    1249	*inCl	00 55 18.18	+85 17 37.3	90	60	83	-8.5	3.09	16.219	15.515	15.078	14.224	13.894	13.81	 	 	 	 	2
Cl* NGC  188    SMV   10788	*inCl	00 53 51.02	+85 17 25.0	3.7	2.8	89	-2.39	0.38	15.689	14.891	14.429	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV   10977	*inCl	00 54 23.19	+85 17 19.3	90	60	0	-11.09	1.42	16.101	15.169	14.612	13.446	12.923	12.842	 	 	 	 	2
Cl* NGC  188    SMV   11495	*inCl	00 56 24.56	+85 15 52.0	80	60	0	-9.6	-3.8	16.507	15.906	15.8	14.704	14.304	14.442	 	 	 	 	2
Cl* NGC  188    DGV    1269	*inCl	00 53 44.13	+85 19 06.0	90	60	0	-14.43	6.51	16.412	15.688	15.235	14.351	13.994	13.913	 	 	 	 	2
Cl* NGC  188    DGV     511	*inCl	00 48 42.82	+85 06 05.4	80	60	0	-3.21	3.36	16.216	15.661	15.265	14.46	14.108	14.071	 	 	 	 	2
Cl* NGC  188    PKM    5237	*inCl	00 51 01.66	+85 23 08.1	70	70	90	-5.09	0.58	17.169	16.523	16.11	15.192	14.711	14.831	 	 	 	 	2
Cl* NGC  188    SMV    4589	*inCl	00 39 39.67	+85 16 07.3	90	70	2	-4.7	-1.04	18.15	17.243	16.709	15.65	15.293	14.951	 	 	 	 	2
Cl* NGC  188    SMV    4603	*inCl	00 39 45.18	+85 14 13.9	240	220	18	-4.82	-0.52	20.54	19.193	18.3	16.645	16.146	 	 	 	 	 	2
Cl* NGC  188    SMV    4650	*inCl	00 39 45.68	+85 17 01.1	7.4	6.9	90	0.92	4.45	21.911	20.457	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    4678	*inCl	00 39 48.60	+85 18 01.2	140	140	0	-4.6	-0.88	19.916	18.572	17.712	16.08	15.31	15.44	 	 	 	 	2
Cl* NGC  188    SMV    4693	*inCl	00 39 55.10	+85 15 32.4	270	230	147	-5.67	1.8	17.876	17.37	17.012	16.264	16.148	 	 	 	 	 	2
Cl* NGC  188    SMV    4706	*inCl	00 39 55.78	+85 16 01.0	100	80	0	-3.79	2.17	17.566	16.955	16.569	15.738	15.476	15.345	 	 	 	 	2
Cl* NGC  188    SMV    4721	*inCl	00 40 04.05	+85 11 54.9	86.8	60.6	89	7.14	13.78	 	21.31	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    4729	*inCl	00 39 57.69	+85 16 49.8	5.3	4.5	90	-4.25	0.3	21.424	19.945	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    4739	*inCl	00 39 59.26	+85 16 45.1	5.8	4.8	90	-4.09	-0.97	21.598	20.101	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    4753	*inCl	00 40 03.51	+85 15 25.8	280	250	90	7.31	1.74	20.65	19.18	18.7	16.483	15.701	15.69	 	 	 	 	2
Cl* NGC  188    SMV    4767	*inCl	00 40 03.31	+85 16 46.7	4.9	4	90	1.7	0.95	20.49	19.577	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    4776	*inCl	00 40 11.97	+85 12 25.3	280	260	115	-4.56	0.25	19.817	18.586	17.813	16.099	15.687	15.67	 	 	 	 	2
Cl* NGC  188    SMV    4817	*inCl	00 40 18.62	+85 13 15.7	5.3	4.5	0	-4.27	2.5	20.774	20.006	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    4819	*inCl	00 40 13.56	+85 16 38.7	20.5	11.7	0	-4.32	-0.44	22.452	20.976	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    4827	*inCl	00 40 22.64	+85 11 37.6	80	60	0	-31.14	44.19	18.678	17.18	16.049	13.404	12.761	12.547	 	 	 	 	2
Cl* NGC  188    SMV    4835	*inCl	00 40 15.41	+85 17 19.9	5.4	4.6	89	-2.66	5	20.935	20.088	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    4844	*inCl	00 40 18.44	+85 16 02.8	160	130	168	11.11	-0.24	21.887	20.242	 	16.353	15.416	15.559	 	 	 	 	2
Cl* NGC  188    SMV    4849	*inCl	00 40 23.25	+85 13 18.2	190	170	89	-16.21	-1.58	22.279	20.557	 	16.635	15.834	15.307	 	 	 	 	2
Cl* NGC  188    SMV    4860	*inCl	00 40 18.54	+85 17 57.5	4.6	3.1	90	0.81	5.4	20.079	19.57	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    4861	*inCl	00 40 23.95	+85 14 32.5	90	70	2	-4.14	0.09	18.583	17.551	16.951	15.617	15.071	14.941	 	 	 	 	2
Cl* NGC  188    SMV    4870	*inCl	00 40 20.06	+85 18 24.2	13.1	8.3	90	-0.07	1.45	20.738	19.867	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    4873	*inCl	00 40 30.97	+85 11 19.4	150	140	161	-8.63	3.12	20.201	18.762	17.806	16.183	15.49	15.241	 	 	 	 	2
Cl* NGC  188    SMV    4891	*inCl	00 40 27.11	+85 16 06.6	90	70	1	-4.28	-0.76	17.616	16.799	16.318	15.266	14.858	14.828	 	 	 	 	2
Cl* NGC  188    SMV    4896	*inCl	00 40 24.64	+85 17 49.7	6.7	4.8	90	-3.43	-0.81	21.425	20.172	 	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    4899	*inCl	00 40 23.04	+85 19 05.9	5	4.8	76	-4.73	2.1	20.059	19.462	19.125	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    4908	*inCl	00 40 36.65	+85 10 21.0	5.1	4.6	89	-1.09	1.9	19.64	19.142	18.7	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    4910	*inCl	00 40 27.29	+85 17 11.5	3.7	3.4	90	-5.07	3	18.93	18.141	17.661	 	 	 	 	 	 	 	2
Cl* NGC  188    SMV    4911	*inCl	00 40 32.13	+85 13 54.1	8.1	7.7	0	-4.14	3.24	21.992	20.69	 	 	 	 	 	 	 	 	2
